File,Line,Begin Offset,End Offset,Type
documents.txt,441,0,10,DEVICE
documents.txt,446,0,9,DEVICE
documents.txt,448,0,11,DEVICE
documents.txt,453,0,11,DEVICE
documents.txt,454,32,43,DEVICE
documents.txt,455,23,34,DEVICE
documents.txt,459,0,11,DEVICE
documents.txt,460,0,11,DEVICE
documents.txt,462,0,11,DEVICE
documents.txt,463,0,7,DEVICE
documents.txt,464,0,11,DEVICE
documents.txt,465,0,11,DEVICE
documents.txt,466,0,7,DEVICE
documents.txt,468,6,17,DEVICE
documents.txt,469,0,11,DEVICE
documents.txt,470,0,11,DEVICE
documents.txt,471,0,7,DEVICE
documents.txt,472,0,11,DEVICE
documents.txt,473,0,11,DEVICE
documents.txt,475,3,14,DEVICE
documents.txt,477,0,11,DEVICE
documents.txt,479,0,11,DEVICE
documents.txt,480,0,11,DEVICE
documents.txt,482,29,40,DEVICE
documents.txt,483,0,11,DEVICE
documents.txt,485,0,11,DEVICE
documents.txt,487,0,7,DEVICE
documents.txt,488,0,7,DEVICE
documents.txt,489,0,11,DEVICE
documents.txt,490,0,7,DEVICE
documents.txt,491,0,7,DEVICE
documents.txt,495,0,9,DEVICE
documents.txt,496,8,18,DEVICE
documents.txt,498,0,11,DEVICE
documents.txt,499,0,7,DEVICE
documents.txt,501,0,11,DEVICE
documents.txt,502,0,7,DEVICE
documents.txt,503,0,11,DEVICE
documents.txt,504,0,11,DEVICE
documents.txt,514,0,11,DEVICE
documents.txt,517,6,17,DEVICE
documents.txt,523,0,7,DEVICE
documents.txt,525,0,11,DEVICE
documents.txt,527,0,7,DEVICE
documents.txt,528,0,11,DEVICE
documents.txt,530,0,11,DEVICE
documents.txt,531,0,11,DEVICE
documents.txt,534,5,14,DEVICE
documents.txt,535,0,11,DEVICE
documents.txt,538,0,8,DEVICE
documents.txt,540,0,11,DEVICE
documents.txt,541,0,11,DEVICE
documents.txt,542,0,11,DEVICE
documents.txt,544,6,15,DEVICE
documents.txt,545,4,15,DEVICE
documents.txt,546,7,16,DEVICE
documents.txt,547,0,11,DEVICE
documents.txt,548,16,27,DEVICE
documents.txt,552,0,11,DEVICE
documents.txt,553,0,11,DEVICE
documents.txt,554,0,11,DEVICE
documents.txt,555,0,11,DEVICE
documents.txt,557,31,42,DEVICE
documents.txt,558,0,11,DEVICE
documents.txt,559,0,11,DEVICE
documents.txt,561,0,11,DEVICE
documents.txt,562,41,52,DEVICE
documents.txt,563,0,7,DEVICE
documents.txt,567,0,11,DEVICE
documents.txt,568,0,11,DEVICE
documents.txt,569,0,7,DEVICE
documents.txt,570,0,11,DEVICE
documents.txt,572,0,7,DEVICE
documents.txt,573,4,15,DEVICE
documents.txt,574,15,26,DEVICE
documents.txt,578,0,11,DEVICE
documents.txt,580,0,11,DEVICE
documents.txt,582,0,11,DEVICE
documents.txt,584,0,9,DEVICE
documents.txt,585,0,7,DEVICE
documents.txt,589,0,7,DEVICE
documents.txt,590,0,10,DEVICE
documents.txt,591,0,7,DEVICE
documents.txt,593,0,11,DEVICE
documents.txt,594,0,11,DEVICE
documents.txt,596,0,11,DEVICE
documents.txt,598,6,17,DEVICE
documents.txt,599,0,10,DEVICE
documents.txt,600,0,11,DEVICE
documents.txt,601,0,7,DEVICE
documents.txt,602,0,11,DEVICE
documents.txt,603,0,7,DEVICE
documents.txt,605,0,11,DEVICE
documents.txt,606,0,11,DEVICE
documents.txt,608,0,11,DEVICE
documents.txt,609,0,11,DEVICE
documents.txt,610,7,18,DEVICE
documents.txt,611,0,11,DEVICE
documents.txt,614,0,7,DEVICE
documents.txt,617,0,7,DEVICE
documents.txt,618,0,7,DEVICE
documents.txt,620,0,7,DEVICE
documents.txt,623,6,17,DEVICE
documents.txt,624,16,27,DEVICE
documents.txt,625,0,7,DEVICE
documents.txt,627,0,11,DEVICE
documents.txt,628,0,11,DEVICE
documents.txt,629,0,11,DEVICE
documents.txt,630,0,7,DEVICE
documents.txt,636,10,21,DEVICE
documents.txt,639,0,11,DEVICE
documents.txt,640,0,7,DEVICE
documents.txt,646,0,11,DEVICE
documents.txt,652,0,11,DEVICE
documents.txt,653,8,15,DEVICE
documents.txt,655,0,11,DEVICE
documents.txt,659,0,7,DEVICE
documents.txt,661,0,11,DEVICE
documents.txt,669,0,11,DEVICE
documents.txt,670,0,11,DEVICE
documents.txt,672,0,11,DEVICE
documents.txt,675,0,11,DEVICE
documents.txt,677,0,9,DEVICE
documents.txt,680,0,11,DEVICE
documents.txt,681,0,11,DEVICE
documents.txt,686,0,7,DEVICE
documents.txt,688,0,11,DEVICE
documents.txt,690,0,11,DEVICE
documents.txt,693,17,24,DEVICE
documents.txt,694,0,11,DEVICE
documents.txt,695,4,13,DEVICE
documents.txt,696,0,11,DEVICE
documents.txt,699,0,11,DEVICE
documents.txt,701,0,7,DEVICE
documents.txt,702,4,15,DEVICE
documents.txt,703,14,23,DEVICE
documents.txt,705,0,11,DEVICE
documents.txt,706,4,15,DEVICE
documents.txt,708,0,8,DEVICE
documents.txt,709,0,11,DEVICE
documents.txt,711,0,12,DEVICE
documents.txt,712,0,11,DEVICE
documents.txt,714,0,7,DEVICE
documents.txt,717,0,11,DEVICE
documents.txt,718,0,9,DEVICE
documents.txt,719,0,9,DEVICE
documents.txt,720,0,7,DEVICE
documents.txt,722,9,21,DEVICE
documents.txt,723,0,9,DEVICE
documents.txt,725,0,9,DEVICE
documents.txt,726,0,9,DEVICE
documents.txt,732,0,7,DEVICE
documents.txt,734,0,11,DEVICE
documents.txt,736,0,10,DEVICE
documents.txt,738,0,11,DEVICE
documents.txt,740,6,17,DEVICE
documents.txt,741,0,11,DEVICE
documents.txt,742,0,9,DEVICE
documents.txt,747,0,7,DEVICE
documents.txt,748,0,10,DEVICE
documents.txt,754,15,24,DEVICE
documents.txt,760,12,22,DEVICE
documents.txt,761,23,32,DEVICE
documents.txt,764,0,10,DEVICE
documents.txt,765,0,11,DEVICE
documents.txt,766,7,18,DEVICE
documents.txt,769,0,11,DEVICE
documents.txt,775,0,11,DEVICE
documents.txt,778,0,7,DEVICE
documents.txt,779,0,7,DEVICE
documents.txt,780,0,7,DEVICE
documents.txt,781,0,11,DEVICE
documents.txt,782,0,11,DEVICE
documents.txt,785,0,11,DEVICE
documents.txt,786,0,11,DEVICE
documents.txt,787,0,11,DEVICE
documents.txt,788,0,7,DEVICE
documents.txt,789,0,11,DEVICE
documents.txt,790,0,12,DEVICE
documents.txt,793,0,9,DEVICE
documents.txt,795,0,7,DEVICE
documents.txt,796,0,9,DEVICE
documents.txt,797,0,7,DEVICE
documents.txt,800,0,7,DEVICE
documents.txt,801,0,11,DEVICE
documents.txt,803,0,11,DEVICE
documents.txt,804,4,11,DEVICE
documents.txt,807,0,10,DEVICE
documents.txt,808,0,11,DEVICE
documents.txt,809,0,10,DEVICE
documents.txt,810,4,15,DEVICE
documents.txt,811,0,11,DEVICE
documents.txt,812,11,22,DEVICE
documents.txt,814,0,7,DEVICE
documents.txt,815,0,11,DEVICE
documents.txt,817,0,11,DEVICE
documents.txt,820,0,11,DEVICE
documents.txt,821,3,14,DEVICE
documents.txt,823,5,16,DEVICE
documents.txt,825,0,11,DEVICE
documents.txt,826,0,11,DEVICE
documents.txt,833,0,11,DEVICE
documents.txt,836,13,24,DEVICE
documents.txt,837,0,11,DEVICE
documents.txt,838,0,7,DEVICE
documents.txt,839,0,7,DEVICE
documents.txt,840,0,11,DEVICE
documents.txt,841,0,11,DEVICE
documents.txt,842,0,11,DEVICE
documents.txt,846,0,11,DEVICE
documents.txt,847,6,17,DEVICE
documents.txt,849,0,7,DEVICE
documents.txt,853,0,11,DEVICE
documents.txt,854,0,11,DEVICE
documents.txt,855,0,7,DEVICE
documents.txt,857,29,40,DEVICE
documents.txt,862,0,11,DEVICE
documents.txt,866,0,11,DEVICE
documents.txt,869,0,7,DEVICE
documents.txt,870,0,11,DEVICE
documents.txt,874,0,7,DEVICE
documents.txt,875,0,7,DEVICE
documents.txt,877,4,15,DEVICE
documents.txt,879,0,7,DEVICE
documents.txt,880,0,7,DEVICE
documents.txt,881,0,11,DEVICE
documents.txt,882,0,9,DEVICE
documents.txt,883,0,9,DEVICE
documents.txt,884,0,7,DEVICE
documents.txt,885,0,12,DEVICE
documents.txt,886,0,8,DEVICE
documents.txt,887,0,11,DEVICE
documents.txt,889,0,7,DEVICE
documents.txt,892,0,11,DEVICE
documents.txt,893,0,11,DEVICE
documents.txt,894,0,11,DEVICE
documents.txt,896,0,11,DEVICE
documents.txt,897,13,24,DEVICE
documents.txt,898,0,11,DEVICE
documents.txt,899,0,9,DEVICE
documents.txt,900,0,11,DEVICE
documents.txt,901,0,11,DEVICE
documents.txt,904,0,11,DEVICE
documents.txt,905,0,7,DEVICE
documents.txt,906,0,9,DEVICE
documents.txt,909,0,7,DEVICE
documents.txt,911,0,9,DEVICE
documents.txt,912,0,7,DEVICE
documents.txt,913,0,10,DEVICE
documents.txt,915,0,7,DEVICE
documents.txt,916,1,12,DEVICE
documents.txt,918,0,7,DEVICE
documents.txt,920,0,7,DEVICE
documents.txt,923,0,10,DEVICE
documents.txt,924,0,9,DEVICE
documents.txt,925,0,9,DEVICE
documents.txt,927,0,11,DEVICE
documents.txt,928,0,7,DEVICE
documents.txt,929,0,7,DEVICE
documents.txt,931,0,9,DEVICE
documents.txt,932,0,11,DEVICE
documents.txt,933,0,11,DEVICE
documents.txt,934,0,11,DEVICE
documents.txt,935,0,7,DEVICE
documents.txt,937,5,16,DEVICE
documents.txt,938,0,7,DEVICE
documents.txt,941,0,7,DEVICE
documents.txt,942,0,11,DEVICE
documents.txt,946,0,9,DEVICE
documents.txt,947,18,29,DEVICE
documents.txt,951,0,7,DEVICE
documents.txt,952,0,11,DEVICE
documents.txt,953,8,15,DEVICE
documents.txt,955,0,9,DEVICE
documents.txt,957,0,9,DEVICE
documents.txt,958,0,9,DEVICE
documents.txt,959,0,9,DEVICE
documents.txt,960,0,7,DEVICE
documents.txt,961,4,11,DEVICE
documents.txt,962,0,9,DEVICE
documents.txt,965,0,7,DEVICE
documents.txt,966,0,7,DEVICE
documents.txt,968,0,9,DEVICE
documents.txt,970,0,9,DEVICE
documents.txt,972,40,47,DEVICE
documents.txt,973,21,30,DEVICE
documents.txt,974,0,9,DEVICE
documents.txt,975,0,11,DEVICE
documents.txt,977,6,15,DEVICE
documents.txt,978,0,7,DEVICE
documents.txt,981,0,9,DEVICE
documents.txt,982,32,41,DEVICE
documents.txt,986,0,9,DEVICE
documents.txt,987,0,9,DEVICE
documents.txt,989,0,9,DEVICE
documents.txt,990,0,9,DEVICE
documents.txt,991,0,9,DEVICE
documents.txt,993,0,9,DEVICE
documents.txt,994,0,9,DEVICE
documents.txt,997,0,9,DEVICE
documents.txt,998,0,9,DEVICE
documents.txt,1000,0,9,DEVICE
documents.txt,1002,0,11,DEVICE
documents.txt,1004,0,11,DEVICE
documents.txt,1007,0,9,DEVICE
documents.txt,1008,13,22,DEVICE
documents.txt,1010,0,11,DEVICE
documents.txt,1012,0,7,DEVICE
documents.txt,1021,0,11,DEVICE
documents.txt,1023,0,11,DEVICE
documents.txt,1026,0,7,DEVICE
documents.txt,1035,0,8,DEVICE
documents.txt,1040,0,7,DEVICE
documents.txt,1044,0,9,DEVICE
documents.txt,1045,0,9,DEVICE
documents.txt,1056,0,8,DEVICE
documents.txt,1073,0,9,DEVICE
documents.txt,1076,0,13,DEVICE
documents.txt,1081,0,9,DEVICE
documents.txt,1082,0,9,DEVICE
documents.txt,1087,0,8,DEVICE
documents.txt,1092,0,9,DEVICE
documents.txt,1102,0,8,DEVICE
documents.txt,1103,15,24,DEVICE
documents.txt,1106,18,27,DEVICE
documents.txt,1107,0,8,DEVICE
documents.txt,1108,0,9,DEVICE
documents.txt,1109,0,8,DEVICE
documents.txt,1111,13,24,DEVICE
documents.txt,1119,0,8,DEVICE
documents.txt,1122,0,11,DEVICE
documents.txt,1126,0,11,DEVICE
documents.txt,1129,0,11,DEVICE
documents.txt,1131,0,11,DEVICE
documents.txt,1137,4,12,DEVICE
documents.txt,1140,0,11,DEVICE
documents.txt,1144,55,66,DEVICE
documents.txt,1147,8,19,DEVICE
documents.txt,1150,18,26,DEVICE
documents.txt,1151,0,11,DEVICE
documents.txt,1152,22,32,DEVICE
documents.txt,1154,20,31,DEVICE
documents.txt,1156,4,13,DEVICE
documents.txt,1157,0,7,DEVICE
documents.txt,1159,0,9,DEVICE
documents.txt,1161,5,14,DEVICE
documents.txt,1167,0,9,DEVICE
documents.txt,1178,0,9,DEVICE
documents.txt,1183,0,9,DEVICE
documents.txt,1184,15,26,DEVICE
documents.txt,1189,0,9,DEVICE
documents.txt,1194,0,11,DEVICE
documents.txt,1196,0,7,DEVICE
documents.txt,1201,0,8,DEVICE
documents.txt,1204,8,19,DEVICE
documents.txt,1206,0,9,DEVICE
documents.txt,1208,0,9,DEVICE
documents.txt,1209,0,10,DEVICE
documents.txt,1211,0,11,DEVICE
documents.txt,1212,0,11,DEVICE
documents.txt,1213,0,11,DEVICE
documents.txt,1214,0,9,DEVICE
documents.txt,1217,0,11,DEVICE
documents.txt,1218,0,11,DEVICE
documents.txt,1220,0,9,DEVICE
documents.txt,1221,0,9,DEVICE
documents.txt,1222,10,17,DEVICE
documents.txt,1225,4,11,DEVICE
documents.txt,1226,0,8,DEVICE
documents.txt,1227,0,9,DEVICE
documents.txt,1228,0,11,DEVICE
documents.txt,1229,0,9,DEVICE
documents.txt,1230,5,14,DEVICE
documents.txt,1232,0,8,DEVICE
documents.txt,1233,164,171,DEVICE
documents.txt,1234,0,11,DEVICE
documents.txt,1235,0,8,DEVICE
documents.txt,1238,0,13,DEVICE
documents.txt,1239,0,9,DEVICE
documents.txt,1240,0,13,DEVICE
documents.txt,1242,0,9,DEVICE
documents.txt,1244,0,11,DEVICE
documents.txt,1246,0,8,DEVICE
documents.txt,1249,0,13,DEVICE
documents.txt,1250,0,8,DEVICE
documents.txt,1251,0,13,DEVICE
documents.txt,1252,14,23,DEVICE
documents.txt,1253,4,13,DEVICE
documents.txt,1254,4,11,DEVICE
documents.txt,1255,0,13,DEVICE
documents.txt,1256,0,9,DEVICE
documents.txt,1257,0,13,DEVICE
documents.txt,1258,0,9,DEVICE
documents.txt,1260,19,27,DEVICE
documents.txt,1262,6,20,DEVICE
documents.txt,1264,0,12,DEVICE
documents.txt,1275,10,19,DEVICE
documents.txt,1277,16,24,DEVICE
documents.txt,1279,0,9,DEVICE
documents.txt,1284,21,32,DEVICE
documents.txt,1285,8,19,DEVICE
documents.txt,1286,8,17,DEVICE
documents.txt,1292,8,19,DEVICE
documents.txt,1295,0,9,DEVICE
documents.txt,1300,0,9,DEVICE
documents.txt,1301,0,11,DEVICE
documents.txt,1306,0,11,DEVICE
documents.txt,1310,6,13,DEVICE
documents.txt,1311,0,9,DEVICE
documents.txt,1315,0,14,DEVICE
documents.txt,1316,25,36,DEVICE
documents.txt,1318,18,29,DEVICE
documents.txt,1321,0,7,DEVICE
documents.txt,1329,13,24,DEVICE
documents.txt,1340,0,15,DEVICE
documents.txt,1341,0,9,DEVICE
documents.txt,1344,0,8,DEVICE
documents.txt,1348,8,17,DEVICE
documents.txt,1349,6,20,DEVICE
documents.txt,1350,10,19,DEVICE
documents.txt,1351,0,9,DEVICE
documents.txt,1356,13,22,DEVICE
documents.txt,1358,8,17,DEVICE
documents.txt,1360,0,8,DEVICE
documents.txt,1361,4,13,DEVICE
documents.txt,1369,7,18,DEVICE
documents.txt,1371,0,7,DEVICE
documents.txt,1372,5,16,DEVICE
documents.txt,1373,0,11,DEVICE
documents.txt,1376,8,19,DEVICE
documents.txt,1379,8,17,DEVICE
documents.txt,1380,0,11,DEVICE
documents.txt,1382,0,9,DEVICE
documents.txt,1384,0,9,DEVICE
documents.txt,1387,0,7,DEVICE
documents.txt,1388,0,9,DEVICE
documents.txt,1397,32,39,DEVICE
documents.txt,1402,0,7,DEVICE
documents.txt,1404,0,11,DEVICE
documents.txt,1411,0,9,DEVICE
documents.txt,1423,0,8,DEVICE
documents.txt,1426,0,9,DEVICE
documents.txt,1427,8,19,DEVICE
documents.txt,1431,0,7,DEVICE
documents.txt,1435,0,7,DEVICE
documents.txt,1439,0,8,DEVICE
documents.txt,1440,26,33,DEVICE
documents.txt,1441,0,8,DEVICE
documents.txt,1452,11,18,DEVICE
documents.txt,1453,7,14,DEVICE
documents.txt,1455,0,7,DEVICE
documents.txt,1458,18,25,DEVICE
documents.txt,1460,10,17,DEVICE
documents.txt,1467,0,8,DEVICE
documents.txt,1468,0,7,DEVICE
documents.txt,1494,0,8,DEVICE
documents.txt,1532,0,11,DEVICE
documents.txt,1533,0,11,DEVICE
documents.txt,1534,0,9,DEVICE
documents.txt,1537,0,9,DEVICE
documents.txt,1539,0,9,DEVICE
documents.txt,1542,0,9,DEVICE
documents.txt,1547,0,9,DEVICE
documents.txt,1549,0,11,DEVICE
documents.txt,1557,12,21,DEVICE
documents.txt,1558,0,11,DEVICE
documents.txt,1569,0,7,DEVICE
documents.txt,1574,0,9,DEVICE
documents.txt,1614,30,42,DEVICE
documents.txt,1615,5,12,DEVICE
documents.txt,1617,12,19,DEVICE
documents.txt,1619,0,11,DEVICE
documents.txt,1622,0,9,DEVICE
documents.txt,1624,3,14,DEVICE
documents.txt,1625,0,9,DEVICE
documents.txt,1626,13,24,DEVICE
documents.txt,1627,0,9,DEVICE
documents.txt,1628,3,11,DEVICE
documents.txt,1629,0,9,DEVICE
documents.txt,1630,0,9,DEVICE
documents.txt,1631,0,9,DEVICE
documents.txt,1633,3,14,DEVICE
documents.txt,1634,0,9,DEVICE
documents.txt,1635,0,11,DEVICE
documents.txt,1636,0,7,DEVICE
documents.txt,1637,0,12,DEVICE
documents.txt,1638,0,11,DEVICE
documents.txt,1639,22,33,DEVICE
documents.txt,1641,0,12,DEVICE
documents.txt,1643,7,14,DEVICE
documents.txt,1644,0,11,DEVICE
documents.txt,1645,0,9,DEVICE
documents.txt,1648,0,12,DEVICE
documents.txt,1649,0,12,DEVICE
documents.txt,1650,0,11,DEVICE
documents.txt,1651,0,7,DEVICE
documents.txt,1652,0,9,DEVICE
documents.txt,1653,0,7,DEVICE
documents.txt,1654,0,11,DEVICE
documents.txt,1655,4,13,DEVICE
documents.txt,1656,0,10,DEVICE
documents.txt,1657,0,7,DEVICE
documents.txt,1659,0,10,DEVICE
documents.txt,1660,0,11,DEVICE
documents.txt,1661,8,17,DEVICE
documents.txt,1663,8,17,DEVICE
documents.txt,1665,0,9,DEVICE
documents.txt,1670,0,12,DEVICE
documents.txt,1671,0,11,DEVICE
documents.txt,1674,0,11,DEVICE
documents.txt,1675,0,7,DEVICE
documents.txt,1676,13,24,DEVICE
documents.txt,1678,0,10,DEVICE
documents.txt,1681,0,7,DEVICE
documents.txt,1682,0,9,DEVICE
documents.txt,1683,0,7,DEVICE
documents.txt,1685,4,13,DEVICE
documents.txt,1686,0,10,DEVICE
documents.txt,1687,0,11,DEVICE
documents.txt,1688,0,11,DEVICE
documents.txt,1691,0,8,DEVICE
documents.txt,1692,0,11,DEVICE
documents.txt,1694,0,7,DEVICE
documents.txt,1699,13,24,DEVICE
documents.txt,1700,3,8,DEVICE
documents.txt,1701,0,11,DEVICE
documents.txt,1702,0,10,DEVICE
documents.txt,1704,0,7,DEVICE
documents.txt,1709,5,15,DEVICE
documents.txt,1710,4,15,DEVICE
documents.txt,1712,0,11,DEVICE
documents.txt,1713,0,8,DEVICE
documents.txt,1718,6,13,DEVICE
documents.txt,1719,6,13,DEVICE
documents.txt,1721,6,13,DEVICE
documents.txt,1723,12,21,DEVICE
documents.txt,1724,0,9,DEVICE
documents.txt,1725,7,14,DEVICE
documents.txt,1726,0,7,DEVICE
documents.txt,1728,0,8,DEVICE
documents.txt,1729,0,8,DEVICE
documents.txt,1730,18,26,DEVICE
documents.txt,1731,18,26,DEVICE
documents.txt,1735,0,8,DEVICE
documents.txt,1736,0,11,DEVICE
documents.txt,1737,0,7,DEVICE
documents.txt,1738,0,7,DEVICE
documents.txt,1739,5,12,DEVICE
documents.txt,1747,0,9,DEVICE
documents.txt,1752,0,7,DEVICE
documents.txt,1754,7,12,DEVICE
documents.txt,1755,5,16,DEVICE
documents.txt,1757,0,9,DEVICE
documents.txt,1759,9,18,DEVICE
documents.txt,1763,0,7,DEVICE
documents.txt,1764,0,9,DEVICE
documents.txt,1767,4,13,DEVICE
documents.txt,1771,0,8,DEVICE
documents.txt,1773,8,19,DEVICE
documents.txt,1776,4,13,DEVICE
documents.txt,1781,15,26,DEVICE
documents.txt,1787,4,12,DEVICE
documents.txt,1788,4,11,DEVICE
documents.txt,1796,0,9,DEVICE
documents.txt,1804,4,12,DEVICE
documents.txt,1811,5,14,DEVICE
documents.txt,1812,0,8,DEVICE
documents.txt,1813,0,11,DEVICE
