,model,comment,sentiment,sex
56,Poco x3,poco x3 er box e ki ki thake keu bolen,1,1.0
57,Realme 8,Magnetic induction sensor ase realme 8 e,1,1.0
58,Poco x3,amar phone tmr phone poco x3 phone,1,1.0
59,POCO X3,"poco X3 oppo Int . Global official , seriously ?",1,0.0
60,iPhone XS,iphone xs 64GB price,1,0.0
61,Pixel 4,Pixel 4 er Distance Sensor valoi,1,0.0
62,POCO X3,poco x3 slim na?0,0,
63,POCO X3,poco x3 oppo ki indian nokia international ? R 8/128 ki available ?,1,1.0
64,Poco x3,earphone onk valo service dey poco x3 er,1,0.0
65,Realme X2,Color temperature adjustment support kore realme x2,1,1.0
66,Realme 8,online class korar jonne ekta realme 8 kinlam,1,0.0
67,OnePlus 8,oneplus 8 kine dhora khaien na,0,1.0
68,iPhone 12,iphone 12 sudu sudu overhyped,0,0.0
69,Realme 8,realme 8 onek handy,1,0.0
70,Galaxy A52,dam to matter kore na r ki ki valo ase galaxy a52 er,1,0.0
71,Pixel 4,Pixel 4 onek comfortable,1,1.0
72,Redmi 9,best ekta phone hocche redmi 9,1,0.0
73,OnePlus 8,amar ekta oneplus 8 lagbei labe,1,1.0
74,Pixel 4,Up to 2.0 GHz cpu ase Pixel 4 e,1,1.0
75,Mi 11 Lite,Vai aita ki mi 11 lite sd780g 5g ? ?,1,1.0
76,Redmi 9,miui 11 dea hoise redmi 9 e,1,1.0
77,Redmi 9,purple sunset color of redmi 9 is just wow,1,1.0
78,Realme 8,realme 8 game khealr somoy gorom hoyna,1,1.0
79,Pixel 4,LPDDR4X RAM use krse Pixel 4 e,1,1.0
80,Oppo F1,oppo f19 oppo When will the iphone vibe ?,1,1.0
81,POCO M3,Vai poco m3,1,1.0
82,Note 8,realme note 8er price moto unofficial ta ? ?,1,1.0
83,Pixel 4,gpu konta use krse Pixel 4 e,1,0.0
84,iPhone 12,keu ki dibe iphone 12,1,1.0
85,Redmi 9,redmi 9 bad phone,0,0.0
86,Redmi 1,redmi 10 oppo kmn ? ?,1,0.0
87,iPhone 12,iphone 12 kinsi perfect,1,0.0
88,POCO X3,I don't recommend buying poco x3,0,0.0
89,Poco x3,emn kisu nai jeda poco x3 e nai,1,0.0
90,Realme 8,game khelar jonne nite chaile valo phone hobe realme 8,1,0.0
91,Redmi 9,redmi 9 ektu o valo lagenai,0,0.0
92,Palm,Samsung A52 palm colours available ?,1,1.0
93,Realme X2,realme x2 khub sundor,1,0.0
94,Realme 2,realme 25s ache ?,1,1.0
95,Narzo 20,realme narzo 20 oppo nichilam .. Livewire theke .. Onk valo phab paichi ..,1,1.0
96,Pixel 4,Pixel 4 er Vibration Motor sensor valoi,1,1.0
97,Poco x3,2 month poco x3 use kore review dicchi oshadharon phone,1,1.0
98,OnePlus 8,oneplus 8 er camera ekdm e valo na,0,1.0
99,Realme 8,realme 8 e HD+ resolution ase,1,1.0
100,POCO X3,eto baje sound poco x3 er boalr baire,0,1.0
101,Realme 8,onkekhn charge thake realme 8 e,1,0.0
102,Redmi 9,redmi 9 durablae valo,1,1.0
103,Realme 8,vai amr realme 8 er display ta onek joss lagse,1,1.0
104,Redmi 9,selfie camera kmn redmi 9 er,1,1.0
105,iPhone 12,Vhi amr iphone 12 lgbo,1,1.0
106,iPhone 11,iphone 11 night mode bad,0,1.0
107,OnePlus 8,sob kisu ase oneplus 8 e,1,1.0
108,Poco x3,valo ram er phone chaile poco x3 nen,1,0.0
109,iPhone 11,iphone 11 kinmu ajke valo phone sunsi tai,1,1.0
110,OnePlus 8,sobchey beshi positive reaview deklam oneplus 8 er,1,0.0
111,Poco x3,amr ekta poco x3 lagto ase stock e?,1,0.0
112,Redmi 9,jani redmi 9 e diba cause iphone keanr tk nai tmr,1,1.0
113,Pixel 4,Pixel 4 er reading mode valo lagse amar,1,0.0
114,Pixel 4,realme 8 er cheye redme 9 valo beshi,1,1.0
115,Realme 5i,best gaming phone hocche realme 5i,1,0.0
116,Realme 8,bortomane bajare sobchey beshi choltese realme 8,1,1.0
117,Realme 8,sob frndra eksathe realme 8 kinsi valovabe pubg khelar jonne,1,1.0
118,Redmi 9,je jai boluk redmi 9 shera,1,1.0
119,iPhone XR,Apple iphone xr price,1,1.0
120,Realme 8,ha amio deksi 119? Ultra wide-angle lens ase realme 8 e,1,0.0
121,OnePlus 8,oneplus 8 onek valo,1,1.0
122,Realme 8,carrier agregation does not work in realme 8,0,0.0
123,Pixel 4,r kno phone valo lagenai Pixel 4 cahra,1,1.0
124,Realme 5i,Tilt-shift kora jay realme 5i er camera die,1,0.0
125,Redmi 9,redmi 9 er valo dik hocche duita sim use kora jabe,1,1.0
126,Realme 8,realme 8 er oparating system konta,1,1.0
127,Redmi 9,capabazi phone redmi 9,0,1.0
128,POCO X3,poco x3 e call record kora jayna,0,0.0
129,Pixel 4,inbox korsi reply den Pixel 4 4g support kore naki,1,0.0
130,OnePlus 8,etodin e ekta moner moto phone paisi oneplus 8,1,0.0
131,POCO X3,poco x overheatd a lot,0,1.0
132,Poco x3,poco x3 er dam koto?,1,0.0
133,Realme 5i,realme 5i chara r kno valo phone pabenna ai price e,1,0.0
134,Realme X2,valo battery backup dey realme x2,1,1.0
135,Redmi 9,redmi 9 e dual 4g ase nki,1,0.0
136,Realme 5i,dual band wifi ase realme 5i e valoi,1,1.0
137,Galaxy A52,Up to 2.0 GHz cpu ase galaxy a52 e,1,1.0
138,Realme 8,180Hz Touch Sampling Rate ase realme 8 e,1,1.0
139,Realme 8,realme 8 nsii chipset joss,1,0.0
140,iPhone 12,elegant and lightweight body of premium build iphone 12 er,1,1.0
141,Poco x3,jekno game khela jay poco x3 die,1,1.0
142,Poco x3,amr phone er performance khubi valo poco x3,1,1.0
143,iPhone 12,screen has some excellent sharpness in iphone 12,1,1.0
144,Pixel 4,duita sim r ekta card er sot ase Pixel 4 e,1,0.0
145,iPhone 11,iphone 11 e sob app oawa jayna,0,0.0
146,Poco x3,poco x3 er amoled display ase etai valo lagse,1,0.0
147,Realme X2,realme x2 e sunlight mode ase,1,1.0
148,Mi Note 10,16500 price rakhle valo hobe redmi note 10,1,1.0
149,Mi Note 10,redmi note 10 oppo 8/128 bronze colour mate .,1,0.0
150,iPhone 12,iPhone 12 may be lacking a tele camera,0,1.0
151,Realme 8,realme 8 sorbosreshtho,1,0.0
152,Realme 8,karo realme 8 lagle inbox koren,1,0.0
153,iPhone 12,iphone 12 . 128 GP USA version,1,0.0
154,Realme 8,brithness e prob kore realme 8,0,0.0
155,Realme 5i,ami ekta realme 5i kinsi valo lagse,1,1.0
156,Galaxy A52,galaxy a52 nile purple sunset color ne purai uncommon,1,0.0
157,OnePlus 8,khubi baje pic asheoneplus 8 die,0,1.0
158,Pixel 4,High audio output amplified by large 0.7CC speaker box ase Pixel 4 e,1,0.0
159,Realme 8,realme 8 er onek negtive review paben,0,0.0
160,Redmi S2,Vai redmi s2 price,1,0.0
161,Realme 5i,realme 5i onek comfortable,1,1.0
162,Realme 8,pocha realme 8 phone ta,0,1.0
163,Realme 8,realme 8 er scrren onk joss,1,0.0
164,Poco x3,poco x3 er ram kto gb?,1,1.0
165,Realme X2,realme x2 er ram er overview hbe,1,1.0
166,Realme 8,realme 8 worthy na,0,0.0
167,Realme 8,ear monitoring er jonne realme 8 valo,1,0.0
168,Realme 5i,sob kisu ase realme 5i e,1,1.0
169,Realme 8,redmi note 10 er theke real me 8 valo,1,0.0
170,Realme 8,realme 8 ta razer lagbe,1,0.0
171,Pixel 4,Pixel 4 khub valo lagse,1,1.0
172,Redmi 9,kom dame valo maner ekta phone redmi 9,1,0.0
173,Poco x3,sob pubg vai bonra poco x3 kinen,1,1.0
174,Realme 5i,realme 5i sbai onek posondo korse,1,1.0
175,Redmi 9,redmi 9 hang freeze,0,0.0
176,Pixel 4,Pixel 4 er slot gula valo,1,0.0
177,Galaxy A52,galaxy a52 er cpu valo cause Octa-core CPU use krse,1,0.0
178,iPhone 11,Apple iphone 11 used but fresh condition KTO viaya,1,1.0
179,Realme 5i,amar realme 5i one kvalo lagse,1,0.0
180,Realme 8,ji vai apni gamer hoile r jodi game khealr jonen kinte chan taile obossoi realme 8 nen,1,0.0
181,iPhone 12,Apple isn't offering any color calibration options with the iPhone 12,0,0.0
182,Pixel 4,Pixel 4 er face unlock use kore valo lagse,1,1.0
183,Oppo Reno3,oppo reno3 oppo er price moto,1,1.0
184,Realme 8,realme 8 valo phone,1,0.0
185,Realme 7 ,realme 7 unofficial moto 6/64,1,0.0
186,POCO F3,poco f3 available ? ? ?,1,1.0
187,Redmi 9,redmi 9 Supports dual nano-SIM card,1,0.0
188,Redmi 9,redmi 9 dia radio suni valo lage,1,1.0
189,Pixel 4,amr wife er jonne ekta Pixel 4 kinbo,1,0.0
190,Mi Note,ভাইয়া redmi note 9 এভেল এভেল হবে ? প্রাইস কত পড়বে ?,1,0.0
191,Poco x3,amar reakta poco x3 lagbe,1,1.0
192,iPhone 7,iphone 7 plus er bettary health moto,1,0.0
193,OnePlus 8,oneplus 8 perfect,1,0.0
194,POCO X3,poco x3 hang freeze,0,0.0
195,Galaxy A52,Samsung galaxy A52 available vibe ki ? ? ? r hole prices moto ? ? ?,1,1.0
196,Poco x3,pubg khelar jonne one of the best phone poco x3,1,0.0
197,Redmi 9,redmi 9 er kon color ta beshi sundor,1,0.0
198,Poco x3,valo ekta dispaly krse poco x3,1,0.0
199,Realme 8,best budget phone realme 8?1,1,
200,Galaxy A52,valo condition er galaxy a52 sell krbo,1,1.0
201,Realme X2,realme x2 er onek positive reviw dksi,1,1.0
202,POCO X3,poco x3 8/128 official mate ki akhun warp price ta moto,1,0.0
203,Realme 5i,first phone kinbo realme 5i keu review den,1,0.0
204,Realme X2,carbon grey colortar jonnei realme x2 nisi,1,0.0
205,Galaxy A52,ami saradin galaxy a52 use kri,1,1.0
206,iPhone 12,A14 Bionic chip ase iphone 12 e,1,0.0
207,Redmi 9 Power,"Bro avid order form fill up korchi , redmi 9 power 6/128 er jonno . amaze ki call deya hobe/",1,0.0
208,Pixel 4,Pixel 4 er ram valo ase,1,1.0
209,POCO X3,poco X3 oppo ( 8/256 ) note chacha .. EMI somporke ektu details bolben play ?,1,1.0
210,Redmi 9,Width: 77.01mm redmi 9 er,1,0.0
211,Realme 8,"I like the design, the weight and the specs of realme 8",1,1.0
212,iPhone 12,Time_lapse video with stabilization kora jay iphoen 12 die,1,1.0
213,Realme 5i,realme 5i er waranty 2 years er,1,0.0
214,Realme 8,ekta realme 8 lagbe amar?1,0,
215,Realme 8,Ultra Wide mode option ase realme 8 e,1,0.0
216,Redmi 9,kmn lagto redmi 9 bol to,1,1.0
217,Realme X2,realme x2 arame use krte pari charge nie kno pera nai,1,1.0
218,Realme 8,realme 8 die bon saradin game khele valo service dicce phone,1,1.0
219,redmi note 10,redmi note 10 price moto,1,1.0
220,Realme 5i,jak keu pubg player der jonne phone banaise realme 5i,1,0.0
221,Redmi 9,10 w cahrger ta valoiredmi 9 er,1,1.0
222,iPhone 12,iphone 12 bad no charger,0,0.0
223,Mi Note 10,redmi note 10 oppo unoffisial price,1,0.0
224,Realme 5i,realme 5i sorbosreshtho,1,1.0
225,Poco x3,poco x3 chara r kno phone ase nki?,1,0.0
226,Poco x3,poco x3 er valo dik hocche edai 3 ta card slot ase,1,0.0
227,Realme 8,amar realme 8 one kvalo lagse,1,0.0
228,10 Plus,I need 1pc nokia 10 plus my number 01303939935,1,0.0
229,Mi 11 Lite,Mi 11 lite ki Bangladesh a official asbe ..,1,0.0
230,Pixel 4,i like my Pixel 4,1,0.0
231,Redmi 9,redmi 9 valo lagse cause type c port dise,1,1.0
232,Redmi 9,ei price e redmi 9 best hbe,1,0.0
233,iPhone 11,iphone 11 er price moto,1,0.0
234,Poco x3,na vai fingerprint sensor e kno fault nai poco x3 er,1,1.0
235,Poco x3,"ji vai ami gamer, saradin game kheli eijnnei poco x3 nisi",1,0.0
236,Redmi 9,redmi 9 die valo game kheal jay ki?,1,0.0
237,Poco x3,ha poco x3 e battery onk valo,1,1.0
238,Mi Note 10,redmi note 10i available ?,1,0.0
239,Nokia 7,ভাই nokia 7 . 2 সেটের দাম কত টাকা হবে,1,0.0
240,Realme 8,camerar lens e f/1.79 aperture ase realme 8 e,1,0.0
241,Realme 5i,ekhn market e realme 5i re cheye valo phone paben na,1,1.0
242,Mi Note 10,redmi note 10 6/128 lagbe,1,1.0
243,Realme 8,realme 8 e 8GB LPDDR4X ram ase sunlam,1,1.0
244,Galaxy A52,galaxy a52 er gpu kmn,1,0.0
245,Realme 8,realme 8 er port ta onek updated USB Type-C,1,1.0
246,Redmi K30,vai redmi k30i 5g er ki tecno kuno somadan mate nai,1,0.0
247,Mi Note 10,redmi note 10 0fficial moto ? ? ?,1,0.0
248,Pixel 4,Pixel 4 dual 4g support kore,1,1.0
249,Oppo A92,oppo A92 sell kora jabe ?,1,0.0
250,Mi Note 10,"ভাই redmi note 10 oppo এর মধ্যে কি 108 mp নাকি , ? ? 64mp ? ?",1,1.0
251,Realme X2,rasel er bacche realme x2 de na,1,1.0
252,Realme 8,you made an excellent phone realme 8 finally which doesn't weigh like a truck and you managed to tick off buyers with that hideous design,1,0.0
253,OnePlus 8,oneplus 8 e onek onek subidha,1,0.0
254,Poco x3,poco x3 not bad at this price?1,0,
255,Redmi 9,redmi 9 e onek khn battery support dey,1,0.0
256,Poco x3,price ki fixed poco x3 er ??1,1,
257,Realme 8,ha realme 8 e battery onk valo,1,1.0
258,Realme 8,smule user hoile realme 8 nen,1,1.0
259,Pixel 4,Pixel 4 er mp3 onek valo,1,0.0
260,Redmi 9,color na tui featues nuia kisu bol redmi 9 er,1,0.0
261,OnePlus Nord,oneplus nord price ?,1,0.0
262,Redmi 9,"redmi 9 720p, 30fps video support kore",1,0.0
263,Realme 8,ekta solid phone realme 8,1,0.0
264,iPhone 12,Ultra Wide: ?2.4 aperture and 120? field of view ase iphone 12 e,1,0.0
265,iPhone 12,iphone 12 onek valo,1,0.0
266,Realme 8,Its not a problem for realme 8 because it just shows that less numbers but the system is not consuming that much RAM and it will make more memory available whenever needed....think of it as dynamic reserving of memory,1,1.0
267,iPhone 12,ekdom e charge thake na iphone 12 e,0,0.0
268,OnePlus 8,amar oneplus 8 onek valo lagse,1,0.0
269,Realme 5i,website e deksi 2 Nano card slots + 1 Micro SD ase realme 5i e,1,0.0
270,Redmi 9,redmi 9 is Scam the phone is actually 30hertz not 60,0,0.0
271,Realme 8,realme 8 er box e onek kisu dey,1,0.0
272,Pixel 4,jara duita sim use koren Pixel 4 nen,1,0.0
273,Redmi 9,mp4 ase redmi 9 e,1,0.0
274,Realme X2,realme x2 er battery shera valo,1,0.0
275,Redmi 9,IR blaster use kora hoise redmi 9 e,1,0.0
276,OnePlus 8,ekta ugly phone hocche oneplus 8,0,1.0
277,x,poco x3 oppo ki international global ?,1,0.0
278,POCO X3,pubg khela jabe na poco x3 die,0,0.0
279,iPhone 11,iphone 11 128GB ... black ta kobe asbe ? ?,1,1.0
280,Redmi 9,With last system update redmi 9 is horrible not ringing cant' answer call,0,0.0
281,iPhone 12,onek perfect ekta size and design iphone 12 er,1,0.0
282,Realme 8,Realme 8 is the best choice..,1,0.0
283,Poco x3,market er sobcheye valo phone poco x3,1,1.0
284,iPhone 12,iphone 12 is a deal-breaker,0,0.0
285,Mi Note 10,redmi note 10 oppo 20 jokon hoba tokon nibo .,1,1.0
286,Poco x3,Octa-core CPU ase poco x3 e,1,0.0
287,iPhone 12,iphone 12 er weight 4.76 ounces?1,0,
288,iPhone 11,iphone 11 e awkward file management hoy,0,0.0
289,Pixel 5,Google pixel 5 price,1,1.0
290,Realme 8,ai price e realme 8 neai best option,1,1.0
291,Realme 5i,realme 5i super,1,1.0
292,POCO X3,poco x3 er price moto new find used ?,1,0.0
293,Realme 8,realme 8 faltu ekta phone 14 bar restart dea lage,0,0.0
294,Redmi 9,vai redmi 9 e camera die vore flse,1,1.0
295,Pixel 4,Pixel 4 er sathe charger dey,1,0.0
296,Realme 8,keu realme 8 nien na pocah phone,0,1.0
297,Galaxy A52,dhuru esb bolona kobe kinba galaxy a52,1,1.0
298,Galaxy A52,amr bf galaxy a52 gift chay,1,0.0
299,Poco x3,poco x3 er sath ekta valo 5V/6A Charging Adapter paisi,1,1.0
300,Redmi 9,redmi 9 display aspect ratio hoise 19.5:9?1,0,
301,Pixel 4,3 ta color Pixel 4 er 3 tai sundor?1,1,
302,Redmi 9,Octa-core CPU use krse redmi 9 e,1,1.0
303,Mi 11 Lite,xiaomi redmi mi 11 lite 5g available ?,1,0.0
304,Pixel 4,Pixel 4 er display valo,1,1.0
305,OnePlus 8,amar oneplus 8 onk valo lagse,1,0.0
306,Mi Note,Sell post redmi note 9 oppo,1,0.0
307,Realme 8,onk aram paisi realme 8 use kore,1,1.0
308,Note 9,note 9 oppo mate ki Full box ?,1,1.0
309,Realme 8,realme 8 oppo ... ki honor ?,1,1.0
310,Realme 8,realme 8 nen vai redmi nien na,1,1.0
311,Pixel 4,amar phone tmr phone Pixel 4 phone,1,1.0
312,Pixel 4,Pixel 4 e ki radio ase,1,1.0
313,Pixel 4,use kore shanti pacchi Pixel 4,1,1.0
314,Realme X2,realme x2 nia ja janen bolen,1,1.0
315,Mi Note 10,"redmi note 10 [ 4/64 ] ( Indian global ) à¦•à§Ÿà§‡à¦• à¦¦à¦¿à¦¨ à¦†à¦—à§‡à¦ “ à¦¦à§‡à¦–à¦²à¦¾à¦® 16,500 à¦†à¦° à¦à¦–à¦¨ à¦¦à§‡à¦–à¦¿ 17,000 à¦à¦Ÿà¦¾ à¦ˆà¦¦ à¦…à¦ « à¦¾à¦° à¦•à¦¿à¦­à¦¾à¦¬à§‡ à¦¹à§Ÿ ?",1,1.0
316,OnePlus 8,oneplus 8 valor cheyeo beshi,1,0.0
317,iPhone 12,Haptic Touch feature ase iphone 12 e,1,0.0
318,Realme 8,gf ke realme 8 kien dilam ekhn na icahrge nai bole chat kora off kore na,1,1.0
319,POCO X3,poco x3 oppo 6/128 international global price Please,1,0.0
320,Pixel 4,Pixel 4 use krte besh valo aram,1,1.0
321,Redmi 9,battery er jnne redmi 9 kinsi,1,1.0
322,Poco x3,"poco x3 die pubg, cod sob khelte parben",1,1.0
323,Realme 8,vai budget rektu bariay realme 8 nen valo hbe,1,0.0
324,Galaxy A52,galaxy a52 er gpu valo cause Mali-G52 MC2 use krse,1,1.0
325,Realme 8,ekta comfortable phone hosse realme 8,1,1.0
326,Pixel 4,mp3 r mp4 er jonen Pixel 4 nisi,1,1.0
327,iPhone 12,Vai iphone 12 128 gb price ta jodi bolten,1,1.0
328,Realme 8,keu ektu realme 8 er positive dik gula bole,1,0.0
329,Realme 8,totally money waste realme 8,0,1.0
330,Realme 8,2 month realme 8 use kore review dicchi oshadharon phone,1,1.0
331,POCO X3,poco x3 ctg mate ki pawa jabe ?,1,0.0
332,OnePlus 8,oneplus 8 e pic edit korar jonne onk sundor sundor filter ase,1,1.0
333,Redmi 9,redmi 9 best budget phone,1,0.0
334,Poco x3,sob frndra eksathe poco x3 kinsi valovabe pubg khelar jonne,1,0.0
335,POCO X3,poco x3 oppo lagbe amr,1,1.0
336,Redmi 9,redmi 9 er bad reviews beshi,0,0.0
337,OnePlus 8,oneplus 8 er box e ki ki thake keu bolen,1,1.0
338,Realme X2,"realme x2 valo tai chaisi, sathe iphone o dao somossa to nai",1,1.0
339,Redmi 9,redmi 9 e android 10 ase,1,1.0
340,Pixel 4,postitive review dksi Pixel 4 e,1,0.0
341,iPhone X,iphone x3 price moto,1,1.0
342,Realme 8,genshin impact die game khealr jonne realme 8 shera,1,1.0
343,redmi note 10 Lite,Vai redmi note 10 lite available ... ? ?,1,0.0
344,OnePlus 8,faltu ekta phone oneplus 8,0,0.0
345,Galaxy A52,amr gf o onek posondo korse galaxy a52,1,0.0
346,iPhone 11,iphone 11 battery Percentage . ?,1,0.0
347,Mi Note,redmi note 9 prime 1 moto used vaia,1,0.0
348,Mi 11 Lite,Mi 11 lite 4g nokia 5g variant ? ?,1,1.0
349,Galaxy F62,Samsung galaxy f62 available,1,1.0
350,Poco x3,poco x3 er color koyta keu janen,1,1.0
351,Poco x3,keu ki bolte parben poco x3 solid phone ki na,1,1.0
352,Realme 8,ammur jonne ekta realme 8 kinbo,1,0.0
353,Redmi 9,okey kalke ekta redmi 9 kine dio,1,1.0
354,Pixel 4,Pixel 4 Supports protocols: 802.11 b/g/n,1,0.0
355,Mi Note,Exchange xiaomi note 8,1,0.0
356,OnePlus 8,onek bug ase oneplus 8 e,0,1.0
357,Mi Note,redmi note 8 moonlight blade available ?,1,1.0
358,Redmi K40,redmi k40 mate ki ?,1,0.0
359,Mi Note 10,Samsung redmi note 10+ ta dhkte chi,1,0.0
360,Poco x3,eto valo lagse poco x3 use kore k ir blbo,1,1.0
361,iPhone 11,iphone 11 camera valo,1,0.0
362,iPhone 11,bad iphone 11,0,1.0
363,POCO F3,poco f3 kkn available hobe ?,1,0.0
364,Realme X2,amar purple color onek valo lage tai realme x2 sunset purple nisi,1,0.0
365,POCO M2,poco m2 oppo,1,0.0
366,OnePlus 8,oneplus 8 e 2 Nano card slots + 1 Micro SD ase,1,1.0
367,iPhone 12,iphone 12 128gb USA,1,0.0
368,Pixel 4,Pixel 4 er thickness 9.1 mm,1,0.0
369,Realme X2,realme x2 kinbo jeu diben,1,1.0
370,Redmi 9,i hate redmi 9,0,0.0
371,Redmi 9,400 nit (typ) brightness ase redmi 9 e,1,1.0
372,Mi Note,redmi Note10 Pro ( 6/128 ) & redmi Note10 Pro Max ( 6/128 ) কি সোমবার সকালে বসুন্ধরা মার্কেট শো রুমে পাওয়া যাবে ?,1,1.0
373,Pixel 4,selfei camera o valo Pixel 4 er,1,0.0
374,Galaxy A52,khubi valo ekta phone galaxy a52,1,0.0
375,Poco x3,poco x3 nen vai best?1,1,
376,POCO X3,poco x3 er update baje hoise,0,1.0
377,Realme 8,amr ekta realme 8 lagto ase stock e?,1,1.0
378,Galaxy F62,"galaxy F62 dorkar , kobe available hobe ? R Iqoo 7 niye ascend . F3 er theke better iphone , avid kinte cai .",1,1.0
379,Realme 8,realme 8 kinsi karon etay USB Type-C port dise,1,0.0
380,Realme 5i,keu ektu boalr realme 5i e kon lens ase selfie tular jonne,1,1.0
381,POCO X3,poco x3 oppo 8/128 ?,1,1.0
382,Pixel 4,Pixel 4 e radio ase,1,0.0
383,Redmi 9,Ambient Light Sensor ase redmi 9 e,1,1.0
384,Redmi 9,redmi 9 er onek drawback ase,0,1.0
385,Redmi 9,ami redmi 9 er valo review dksi,1,0.0
386,Poco x3,poco x3 holo ekta solid phone,1,0.0
387,iPhone 12,iphone 12 ekta pocah phone,0,0.0
388,Realme 8,realme 8 e dual band wifi ase,1,1.0
389,Mi Note 10,redmi note 10 6/128 current price ?,1,0.0
390,iPhone 12,iphone 12 e awkward file management hoy,0,1.0
391,iPhone 12,keu sudu sudu iphone 12 kine tk waste korben na,0,0.0
392,Pixel 4,color na tui featues nuia kisu bol Pixel 4 er,1,1.0
393,POCO X3,poco x3 oppo phantom black ta vibe apndr kase ? Shop e eshe nitam ..,1,1.0
394,Realme 5i,Proximity sensor ase realme 5i e,1,1.0
395,Redmi 9,ji redmi 9 4g support kore,1,1.0
396,iPhone 12,the new design and shape with the right frame onek sundor iphone 12 er,1,0.0
397,Pixel 4,r jai kinen na ken Pixel 4 kine dekhen ekta shei,1,0.0
398,Palm,dekh nord iphone er palm 1000 taka barche,1,1.0
399,iPhone 12,iphone 12 super,1,1.0
400,POCO X3,poco x3 oppo er palm 30k howa drkar ..,1,0.0
401,Realme 8,realme 8 e total 4 ta lens ase,1,0.0
402,iPhone 12,iphone 12 r obkisui valo,1,1.0
403,Realme 8,onk valo lagse karon realme 8 e USB Type-C port ase,1,1.0
404,Redmi K40,redmi k40 oppo available ?,1,0.0
405,OnePlus 7T,oneplus 7t ki ache ?,1,1.0
406,Realme X2,realme x2 er reading mode valo lagse amar,1,1.0
