,model,comment,sentiment,sex
65,Palm,set jmn e hok .. palm dekhe akta nord e reflect hoy & that is `` Baal '',1,1
66,ChaCha,find it doesnt support google services find nova motion of xiaomi redmi eu rom as well .... Jhara vibe chodna khaoya chacha play nai .,1,1
67,Moto C,You trying moto create hype .,1,1
68,Redmi K20,I need it nord redmi K20,1,1
69,Redmi K40,redmi k40 Bruce Lee special edition mybe,1,0
70,Mi 11 Lite,"note , waiting nord mi 11 lite 5g",1,1
71,POCO X3,poco x3 indian price moto ?,1,0
72,POCO X3,এইটা POCO x3 oppo এর জন্য পাওয়া যাবে ?,1,0
73,Mi 11 Lite,Mi 11 lite 5G kobe anben,1,0
74,Palm,palm moto,1,1
75,OnePlus 9,Er theke oneplus 9R flare better,1,1
76,iPhone 7,iphone 7 plus er nai camon,1,1
77,Mi 11 Lite,Mi 11 lite ki Bangladesh a official asbe ..,1,0
78,POCO F3,poco f3 available,1,1
79,Mi 11 Lite,xiaomi redmi mi 11 lite 5g available ?,1,0
80,redmi note 9,redmi note 9 nibo,1,1
81,x,poco x3 oppo ki international global ?,1,0
82,Redmi K40,redmi k40 8-128 white ki available,1,1
83,redmi note 10,redmi note 10 oppo ( indian ) price ?,1,1
84,Mi 11 Lite,Mi 11 lite 5g ( SD 780g ) :,1,0
85,redmi note 10,redmi note 10 oppo nibo 6/128,1,0
86,Score M,Exchange kora jane realme 8 oppo exchange score mi 11 lite Nita cacci,1,1
87,redmi note 10,redmi note 10 official price ?,1,1
88,Mi 11 Lite,Mi 11 lite price ?,1,0
89,POCO X3,poco x3 oppo indian nokia international ?,1,0
90,Realme 8,"realme 8 ,20000 hobe v",1,1
91,Mi Note,redmi note 9 nibo ....,1,1
92,OnePlus 6,oneplus 6/128 Interstellar Glow colour available ? Nd price ?,1,1
93,POCO X3,poco x3 oppo 8/128 ?,1,1
94,Mi Note,REDMI NOTE 9 oppo,1,1
95,POCO X3,Okay ! poco x3 oppo & very sleek desire okay again,1,1
96,Desire,She maven zero knowledge about smartphones without desire,1,0
97,KeyOne,Abal e key2 ki ... key2 muta iphone Pretty hoy keyone chukh ki gese nova mate,1,1
98,POCO X3,poco x3 oppo indian version find chineese version er difference ki ? find better konta ?,1,1
99,Redmi K40,redmi k40 8/256 price moto ?,1,1
100,POCO X3,এতদিন ধরে poco X3 চালাচ্ছি কিন্ত ফোনটা এত যে প্রিটি ভিডিওটি না দেখলে জীবনেও জানতাম না।,1,1
101,Vivo V20 ,X3 oppo black hoile vivo v20 is a joke,1,0
102,Redmi K40,redmi k40 white ki available,1,0
103,POCO X3,Ei ideos dekhar por.Poco X3 kinar iccha chole geche,1,0
104,Palm,"Alhamdullah palm komtese , , 10k t neme asle kine felbo find phab Allah",1,1
105,redmi note 10,redmi note 10 official 4/64 ki available ? ?,1,0
106,redmi note 10,redmi note 10 oppo indian warp,1,0
107,redmi note 10,redmi note 10 oppo mate price ? ?,1,0
108,Redmi K30,vai redmi k30i 5g er ki tecno kuno somadan mate nai,1,0
109,redmi note 10,vai redmi note 10 oppo offer dilen nova ?,1,1
110,POCO X3 Pro,"POCO X3 Pro এর অফার থাকলে বইলেন , এইসব লুতুপুতু খেলা দেখায়েন নাহ।",1,1
111,Palm,Ai palm aw avid iphone nova thik Na,1,0
112,OnePlus 8,Global oneplus 8 oppo 12/256GB & 8/128 GB প্রাইজ কত ভাই ... ?,1,1
113,OnePlus Nord,oneplus nord price ? ?,1,1
114,redmi note 10,redmi note 10 price moto,1,1
115,OnePlus Nord,oneplus nord er version valo nova,1,0
116,Axon M,oneplus er axon model price moto janaben play ! ! !,1,0
117,Mi Note,redmi note 9 t 5G ki available hobe,1,1
118,redmi note 10,redmi note 10 oppo r offer den ekta boro score ..,1,1
119,POCO F3,poco f3 available find price ?,1,0
120,OnePlus 8,oneplus 8 ki ki honor e ache ?,1,0
121,OnePlus 7T,oneplus 7t price ?,1,0
122,POCO X3,"poco X3 oppo international global hobena , ,",1,0
123,redmi note 10,redmi note 10 find global 4/64 available ?,1,1
124,Realme 7 ,realme 7 unofficial moto 6/64,1,0
125,redmi note 10,"redmi note 10 oppo mate Int . Global official , Price ? ? ?",1,1
126,Redmi K40,xiaomi redmi redmi k40 avillable watch price ? ?,1,0
127,Realme 8,realme 8 official price ?,1,0
128,Note 9,note 9pro 4/64 find global ?,1,0
129,Realme 7 ,realme 7 oppo unofficial price moto ....,1,1
130,Realme 7 ,realme 7 oppo available ?,1,0
131,POCO X3,"poco X3 oppo Int . Global official , seriously ?",1,0
132,Mi 11 Lite,mi 11 lite blackcolor mate ?,1,0
133,redmi note 10,redmi note 10 white colour ta ache ki,1,1
134,Redmi 9,redmi 9 4/64 ( Chinese ) Full Intact ? নাকি দোকানে রিপলি করা ?,1,0
135,Mi Note,redmi note 9 oppo ta ki international global ?,1,1
136,Redmi 9,"redmi 9 Chinese 3/4 পিছ নিলে কত রাখবেন , আর 9A . আছে কিনা ?",1,0
137,OnePlus 8,Bhaia oneplus 8 ki ki honor variant mate ?,1,1
138,Mi Note 10,Sir redmi note 10 oppo mate avid narzo,1,1
139,Redmi 9,redmi 9 4/64••••••11999/- ( Chinese ),1,1
140,Realme 8,ভাই realme 8 oppo 6/128 এইটা কি আপনাদের কাছে আছে এখন। আর থাকলে দাম কতো বলবেন,1,1
141,Redmi K40,redmi k40 oppo price,1,1
142,POCO M2,poco M2 Pro,1,1
143,Mi Note 10,REALME 8 ( 30 watch ) full charge note somoy key2 almost 66 find but redmi note 10 ( 33 watch ) somoy key2 almost 102 find . Same battery capacity mate mate time difference reno3 ? ? ?,1,0
144,Redmi 9,redmi 9 4/64 Int global warp akta poco diban full intact box warp ? ?,1,0
145,Mi Note 10,redmi note 10 oppo ... International global mate ki ? ?,1,1
146,Realme 7 ,realme 7 oppo honor konta ache ? find kalke ashle pawa jabe confirm ?,1,0
147,Realme 8,realme 8 unofficial price moto,1,0
148,Mi 11 Lite,Mi 11 lite available ?,1,0
149,Note 9,note 9 indian nord global,1,0
150,Realme 8,realme 8 oppo 8/128 unoffical price moto,1,0
151,Mi Note,redmi note 9 oppo ki available mate,1,1
152,Mi Note 10,redmi note 10 price key2 find & products key2 available ?,1,1
153,Mi Note 10,redmi note 10 4/64 ta ki Global Variant nokia Indian Variant ? ?,1,0
154,POCO X3,Best price of poco X3 oppo,1,0
155,Mi Note 10,redmi note 10 ki global price nokia indian price ? ?,1,1
156,Mi Note 10,redmi note 10 oppo official kobe ashbe ?,1,0
157,POCO X3,poco x3 6/128 available ? Or unofficial ?,1,1
158,Mi Note 10,redmi note 10 oppo Max.ki International global ?,1,1
159,Mi Note 10,Vai redmi note 10 er price ta ektu komaben nova ?,1,0
160,Mi Note 10,redmi note 10 oppo unoffisial price,1,0
161,Mi Note 10,redmi note 10pro ( 64mp ) er warp 8/128gb er price moto ?,1,1
162,Mi Note 10,redmi note 10 oppo international availabe ? nova thakle kobe paoa jabe ?,1,1
163,Mi 11 Lite,Mi 11 lite 5g ashce ?,1,1
164,Mi Note 10,redmi note 10 oppo এর দাম কি প্রতিদিন ৪০০/৫০০ করে বাড়ে নাকি,1,0
165,POCO F3,poco f3 8/256 price ?,1,0
166,Mi Note 10,redmi note 10 4/64 international ?,1,0
167,iPhone 8,i iphone 8 plus ta dite parbn ?,1,1
168,Mi Note 10,redmi note 10 oppo chinese ta ki available ?,1,1
169,POCO X3,poco x3 6/64 asa nokia,1,1
170,OnePlus 9,oneplus 9pro price ?,1,0
171,Mi Note 10,redmi note 10 ki dite parben ? 4/64 indian .,1,0
172,POCO X3,Need poco x3,1,0
173,Mi Note 10,redmi note 10 oppo 8/128 global ki mate,1,0
174,Galaxy A52,Samsung galaxy A52 available vibe ki ? ? ? r hole prices moto ? ? ?,1,1
175,Mi Note 10,redmi note 10 oppo mate official price ?,1,0
176,Mi Note 10,redmi note 10 Pro ( International ) global version হবে ? ?,1,1
177,POCO F3,poco f3 oppo er price ?,1,0
178,Realme X2,realme x2 oppo available ?,1,0
179,POCO F3,poco f3 oppo ber honor chances ache ?,1,1
180,Mi Note,redmi note 9 ta ki available mate ?,1,0
181,POCO F3,poco F3 limited note koyta stock a mate bujhacchen ?,1,1
182,Mi Note 10,redmi note 10 4/64 Aikhan a price 16690tk,1,0
183,POCO F3,8/256 poco f3 price,1,1
184,Mi Note 10,8 tarikh ki redmi note 10 oppo er price akoi thakbe ? warp honor discount vibe kina aktu bolben play .,1,1
185,Mi 11 Lite,Mi 11 lite moto ?,1,0
186,POCO F3,poco f3 5g global white colour hobe ?,1,1
187,POCO M3,poco m3 official ?,1,1
188,POCO F3,"poco F3 8/128 Price Pls ,",1,0
189,POCO F3,poco F3 er ki 8/128 variant asbe ?,1,0
190,Redmi K40,F3 dia ki honor .... redmi k40 oppo lagbo,1,1
191,POCO X3,poco x3,1,0
192,Mi Note 10,redmi note 10 oppo international version টা নাই ? ?,1,1
193,POCO X3,"poco x3 note chai , , ,",1,0
194,Mi Note 10,redmi note 10 4/64 ekhono ki ei dame paoya mate,1,1
195,Mi Note 10,where adyan delivery update .. please update adyan delivery stock .. our demund redmi note 10 oppo,1,1
196,Mi Note,Vai Mi 11lite 5g eta paowa vibe ? Ar price ta kmn porbe ? Ami note chai .,1,1
197,Mi Note 10,redmi redmi note 10pro mate ... global version ta ki available ... ?,1,0
198,Mi Note 10,Vai redmi note 10 4/64 ভ্যারিয়েন্টে অন্যরা নিচ্ছে ১৫৯৯৯/১৬০০০ আর আপনারা ১৬৬৯০,1,1
199,Mi Note 10,redmi note 10 ( 6/128 ) INT GLOBAL ... stylo available watch colour ?,1,0
200,POCO X3,Tnx vai poco x3 peyesi intex iphone !,1,0
201,Mi Note 10,redmi note 10 oppo mate note cassi ?,1,0
202,Realme 8,realme 8 price moto,1,0
203,Mi Note 10,redmi note 10 official available ?,1,1
204,Mi Note,Mi note 9 oppo mate 6/128 ? ?,1,0
205,Mi 11X,আপনারা Mi 11x oppo আনবেন বা redmi k40 oppo global rom flare করে দিতে পারবেন ? ?,1,0
206,Redmi K40,redmi k40 এর প্রাইজ কত ?,1,1
207,Redmi K40,redmi k40 price play,1,1
208,Palm,eita free shop a gele e dia vibe ei jonnu palm dei nai,1,1
209,Palm,China nord Global palm ?,1,1
210,POCO F3,poco F3 er price moto ? ? ?,1,0
211,Redmi K40,redmi k40 pro+ ki ashar honor chance acce ? ?,1,0
212,Redmi K40,redmi k40 pro+ hobe ?,1,1
213,Redmi K40,redmi k40 oppo er price moto ?,1,0
214,Mi 11 Lite,Mi 11 lite ki available ?,1,0
215,Palm,palm Kobe kombe,1,1
216,Redmi K40,redmi k40 ki available ?,1,1
217,Mi Note 10,"redmi note 10 ,6/128 , international global থাকলে দেন , মিরপুর থেকে নিয়ে আসবো।",1,1
218,Mi Note 10,redmi note 10 international hobe ?,1,1
219,Mi Note 10,Cash axon delivery hobe .. ? Tahole redmi note 10 oppo mate nibo ?,1,0
220,POCO M2,Exchange possible watch poco m2 oppo ?,1,0
221,Note 8,note 8 moto ?,1,1
222,Mi Note 10,redmi note 10 oppo 8/128 price moto ?,1,0
223,POCO M2,poco m2 oppo ( 6/64 ) available ?,1,0
224,Mi Note 10,redmi note 10 global 6/128 dhaka r বাইরে possible ?,1,0
225,POCO X3,poco x3 ache ? ?,1,1
226,Mi Note 10,redmi note 10 er china Ta Ashbe Kobe ?,1,1
227,Mi Note 10,redmi note 10 oppo ki India nord international,1,1
228,Redmi 9,redmi 9 CN er palm narzo reno3 ? Eta moto 11500/- diya bikri moto !,1,1
229,Mi Note 10,redmi redmi note 10pro mate 6/128 available .. ?,1,0
230,POCO M2,poco M2 oppo ta ki available,1,0
231,Mi Note,redmi note 9 oppo 4/64 available mate,1,0
232,POCO X3,poco x3 poco 6/128 gb kih ashe nai,1,1
233,Mi Note 10,redmi note 10 oppo er prosser konta vai .. ? 732 নাকি ৬৭০ ?,1,1
234,Mi Note 10,redmi note 10 6/128 lagbe,1,1
235,Mi Note 10,mi redmi note 10prokoto,1,0
236,Spark 4,black spark 4 ki available mate ?,1,0
237,Mi Note 10,redmi note 10 unofficial warp price moto ? ?,1,0
238,Mi Note 10,redmi note 10 axon variant aita ?,1,1
239,Mi Note 10,Amr kas thaka 10tk blade nesa redmi note 10,1,1
240,Mi Note 10,redmi note 10 ( 4/64 ) unofficial price moto ?,1,0
241,Mi Note 10,redmi note 10 4/64 price moto Mirpur 10 barnch e,1,0
242,Redmi 9,redmi 9 cn global hoba,1,1
243,Redmi 9,redmi 9 CN ( 4/64 ) black 12.5k,1,0
244,Mi Note,redmi note 9 oppo 6/128 Unofficial price moto .,1,0
245,POCO F3,poco F3 কবে পাবো ? .,1,1
246,Redmi 9,redmi 9 cn mate ki,1,0
247,iPhone 12,iphone 12 oppo mate 128gb bd Official iphone mate ? Daam moto ?,1,0
248,Droid Mini,xiaomi droid mini tv box price please,1,0
249,POCO M2,"poco m2 oppo available ? R price moto , unofficial ?",1,0
250,POCO X3,poco x3 oppo 8/256 global price,1,0
251,Mi Note 10,redmi note 10 Pro ki international nokia Indian ?,1,0
252,Redmi 10X,redmi 10x er price kombe vibe ? kisudin agei nova 14k stylo .,1,0
253,Mi Note 10,redmi note 10 oppo indian nova global ?,1,1
254,Mi Note 10,redmi note 10 international global mate ki ? ? ?,1,1
255,Redmi 10X,redmi 10x price moto,1,0
256,Palm,Poxo X3 Pro er palm besi key2,1,1
257,Palm,palm koman narzo vai,1,0
258,Note 9,note 9 Pro 6GB 64GB price kmn .. ?,1,1
259,Mi Note 10,redmi note 10 4/64 এটা কি ইন্ডিয়ান নাকি ইন্টারন্যাশনাল ?,1,1
260,Mi Note 10,redmi redmi note 10 oppo 6/128 global version,1,1
261,POCO X3,poco x3 oppo er palm 30k howa drkar ..,1,0
262,Mi Note 10,redmi note 10 6/128 ki Global ?,1,0
263,POCO X3,"poco x3 oppo 8/128 , 26k vibe vibe ?",1,0
264,Mi Note 10,redmi note 10 oppo 6/128 unofficial price moto,1,1
265,Mi Note 10,redmi note 10 er palm kombe kobe akhono price onk high indian mate compare korle . 4/64 15500tk 6/128 18k hobe kokhon ?,1,0
266,Mi Note 10,redmi note 10 oppo mate টা কি আছে না কি আনবেন ?,1,0
267,ZenFone 8,Asus zenfone 8 ki er price play ?,1,0
268,POCO M2,poco m2 oppo available ?,1,0
269,iPhone XR,iphone xr available ?,1,0
270,Mi Note 10,redmi note 10 global price ?,1,0
271,Mi Note 10,redmi note 10 oppo 6/128 watch version ?,1,0
272,Mi Note 10,"redmi note 10 oppo 6/128 22,500 ki indian ? ? ?",1,1
273,Redmi K40,Vaiya redmi k40 kobe asba ?,1,1
274,POCO M2,vai poco m2 oppo er mate exchange kora jabe ki ?,1,1
275,Redmi K40,redmi redmi k40 কি আসছে ?,1,1
276,Mi Note 10,redmi note 10 oppo mate er price moto 6/128,1,1
277,Mi Note 10,আমার ইমারজেন্সি redmi note 10,1,0
278,Mi Note 10,redmi note 10 6/128 honor ki ki ache,1,0
279,Mi Note 10,redmi note 10 ki official ?,1,1
280,Mi Note 10,redmi note 10 oppo note cai,1,0
281,Mi Note 10,redmi note 10 oppo optimisation issue ki thik hoise ?,1,0
282,Mi Note 10,What is the difference between redmi note 10 international global find Indian version,1,1
283,Mi Note 10,redmi note 10 oppo mate ?,1,0
284,Mi Note 10,redmi note 10 oppo mate available ?,1,0
285,Palm,Shawon vai palm komse moto . Kini dessa ebar .,1,0
286,Mi Note 10,redmi note 10pro version kunta,1,0
287,Mi Note 10,Assa kaw ki bolben jodi indian global warp redmi note 10pro nai tahola score agular network service off hoya jaba,1,1
288,POCO F3,poco f3 kkn available hobe ?,1,0
289,Mi Note 10,redmi note 10 oppo mate 6/128 price,1,1
290,Mi Note 10,redmi note 10 oppo 6/128 ki indian ?,1,1
291,POCO X3,poco x3 oppo available ?,1,0
292,Mi Note 10,"redmi note 10 oppo 6 , 128 note cacchi ,",1,0
293,POCO X3,poco X3 oppo unofficial ache Vai .. ? ?,1,1
294,Mi Note 10,Sir redmi note 10 oppo 4/64,1,0
295,Mi Note 10,Tik mate price . redmi note 10s ki 18k mate paoya jabe viya ?,1,1
296,Note 8,realme note 8er price moto unofficial ta ? ?,1,1
297,Mi Note 10,redmi note 10 ( 4/64 GB ) price ?,1,1
298,Mi Note 10,redmi note 10 oppo ( international global ) available ?,1,1
299,Palm,Pocp x3 oppo 6/128 global version er palm moto ?,1,0
300,Mi Note 10,redmi note 10-4/64 Indian Price ?,1,1
301,Redmi K40 Gaming,redmi k40 gaming edition asbe kobe,1,0
302,POCO F3,poco f3pro dorkar kobe pawa jabe ? ?,1,0
303,POCO X3,poco x3 oppo find mate,1,1
304,Mi 11 Lite,mi 11 lite 4g er price 6/64,1,0
305,POCO M2,poco m2pro ki r nai ?,1,0
306,POCO M2,poco m2 oppo available nord note ?,1,1
307,Mi Note 10,redmi note 10 oppo bronze colour available mate .,1,1
308,Mi Note 10,redmi note 10 oppo mate price,1,1
309,Mi Note 10,India redmi note 10 oppo er camera 64 nokia 108 mp ? Aktu clear bolben ?,1,0
310,Mi 11 Lite,mi 11 lite 6/128 price,1,0
311,Mi Note 10,redmi note 10 oppo ( international ) mate ?,1,0
312,POCO X3,poco x3 oppo ki indian nokia international ? R 8/128 ki available ?,1,1
313,Mi Note 10,redmi note 10i available ?,1,0
314,POCO X3,poco x3 oppo bronze colour ta mate ?,1,0
315,Mi Note 10,redmi note 10 এর গ্লাস পেপার ও কাবার পাওয়া যাবে ?,1,1
316,Mi Note 10,redmi note 10 oppo 6/64 ache ? Thakle price ? ?,1,1
317,Mi Note 10,redmi note 10 oppo 20 jokon hoba tokon nibo .,1,1
318,Mi Note 10,redmi note 10 oppo mate ki exchange kora jabe amaze Samsung A71 er সাথে,1,0
319,Mi Note 10,Is the redmi note 10 oppo maven that 108 mp flare camera ?,1,1
320,Mi Note 10,redmi note 10 oppo international,1,1
321,Redmi 1,redmi 10pro Available Ache ki ? Order note narzo ? ? ?,1,0
322,POCO X3,poco x3 oppo phantom black ta vibe apndr kase ? Shop e eshe nitam ..,1,1
323,POCO X3,POCO X3 oppo indian nord global ?,1,1
324,Mi 10i,mi 10i লাগবে।,1,1
325,POCO X3,poco X3 oppo ki indian variant ...,1,0
326,Mi Note 10,redmi redmi note 10 oppo mate available ..... ? ?,1,0
327,Mi Note 10,palm kombe kobe . redmi note 10,1,0
328,POCO X3 Pro,poco X3 Pro Price 6 128,1,0
329,Mi Note 10,redmi note 10 oppo mate price,1,1
330,Mi Note 10,redmi note 10 oppo 6/128 blade colour available ? ? ?,1,0
331,Mi Note 10,redmi note 10 oppo international global ta lagbe,1,0
332,POCO X3,poco x3 oppo indian global nord international global ?,1,0
333,Palm,Is that palm official iphone ?,1,1
334,Mi Note 10,Official redmi note 10 oppo 6/128 price play ?,1,1
335,Note 9,note 9 oppo er ki stock sesh,1,1
336,Mi Note,redmi note 9,1,0
337,POCO X3,poco x3 oppo axon variant ? ? ?,1,0
338,Palm,palm beshi palm theke,1,1
339,Mi Note 10,redmi note 10 oppo 6/128 flare price ki 20k mate asba nah,1,0
340,Mi Note 10,redmi note 10 4/46 international global price play ?,1,1
341,POCO X3 Pro,"Jai hok poco x3 pror palm 25000 raksen.dekhe valoi laglo , but bidhi palm amaze kache mate 16k , ekhn 25k kmne kori",1,0
342,Mi Note 10,redmi note 10 oppo mate kom chai narzo,1,1
343,POCO X3,poco x3 oppo er poco tule post koren,1,1
344,Mi Note 10,redmi note 10- 6/128 available nord today ? Please let mate know fast !,1,1
345,Palm,Vai raider mate ki palm kombena ?,1,1
346,Palm,Mi 9T stock mate ki .. r thakle palm moto .. janaben .. tnxx,1,1
347,Mi Note 10,redmi note 10 6/128 ( international global ) black ta available ache ?,1,1
348,Mi Note 10,redmi note 10 oppo ( international global ) ta vibe ki ? ? ?,1,1
349,POCO M2,poco m2 oppo 4/64 ki available ? Hole price moto ?,1,0
350,Mi Note 10,redmi note 10 ta konta ....,1,0
351,Realme C2,realme c25 . ?,1,0
352,Mi Note 10,redmi note 10 indian Global e ki Super amoled nova amoled display ?,1,0
353,Mi Note 10,redmi note 10 Pro 6/128 eta ki international global hoi nova ......,1,0
354,Palm,manobota jeheu bujhen . palm koman,1,1
355,POCO X3,poco X3 oppo international global ta 25k mate den please,1,0
356,Note 9,note 9 oppo 4 128 jomuna mate prise moto,1,1
357,Mi Note 10,redmi note 10 asee ? ?,1,0
358,POCO F3,poco F3 price,1,1
359,Mi Note 10,redmi note 10 oppo Max 6/128•••••26500/- ( Global ),1,0
360,Redmi 9A,দুপুরে ফোন দিলাম redmi 9A 4/64•••••9000/- ( Chinese ) স্টক নাই। আবার এলো কোথা থেকে ?,1,0
361,Mi Note 10,redmi note 10 oppo 6/128 official global version moto price ? ? note oppo mate just redmi note 10 oppo,1,0
362,OnePlus 8,Vai oneplus 8 nord 8t কি ৩৫ থেকে ৪০ এর ভিতরে পাওয়া যাবে ? ?,1,1
363,Mi Note,redmi note 9 ki official iphone ?,1,1
364,Mi Note 10,"redmi note 10 tolarbage dite parben ? 6/128 , international global , grand honor",1,1
365,POCO X3,poco x3 poco neye nebo nokia,1,0
366,Mi Note 10,Vai redmi note 10 oppo mate name warp honor iphone moto Globale launched hoyni ta vai redmi note 10 oppo mate ( Global ) aita koi pailen ? ? ?,1,1
367,Redmi K40,Any update of redmi k40 ?,1,1
368,Mi Note 10,redmi note 10 oppo এইখানে প্রাইস ঠিকি দিছেন ২৩০০০। অথচ Qcoom য়ে ২৪০০০ টাকা দাম দিয়া ওইটার ওপরে অফার দেওয়া। কি টেকনিক।,1,1
369,Mi Note 10,"ভাই redmi note 10 oppo এর মধ্যে কি 108 mp নাকি , ? ? 64mp ? ?",1,1
370,Realme X2,realme X2 global version ki available,1,0
371,Mi Note 10,redmi note 10 oppo mate 23000 টাকা হবে ?,1,0
372,Nord N10 5G,oneplus nord n10 5g ki official ?,1,1
373,Mi Note 10,redmi note 10 oppo mate Indian nord International,1,0
374,POCO F3,poco f3 ta kobe anben ? ?,1,0
375,Mi Note 10,redmi note 10 oppo mate er golden colour ta ki ache,1,1
376,OnePlus 9,oneplus 9R India mate 40000 hoile Bangladesh a kivabe 52990 hoi ?,1,1
377,OnePlus 7T,oneplus 7t ki available ? ?,1,0
378,POCO X3,poco x3 ( axon NFC ),1,0
379,OnePlus Nord,Vaiya ... oneplus nord 8/128 unofficial er price moto porbe .. ?,1,1
380,OnePlus 9,oneplus 9R warp price kom hoiya gele nah,1,1
381,OnePlus 8,oneplus 8 T 48k hobe,1,0
382,OnePlus 8,oneplus 8 glow colour available ?,1,1
383,POCO X3,poco x3 6/128 global available ?,1,0
384,Tecno Spark,tecno spark 7 oppo কত টাকা ?,1,0
385,Mi 11 Lite,Mi 11 lite 31999 ei price ki official nova unofficial ? ?,1,0
386,Mi Note 10,redmi note 10 oppo mate 8/128,1,1
387,Mi Note 10,ভাইয়া redmi note 10 oppo 8/128 অনলাইনে পাওয়া যাবে,1,1
388,Mi Note 10,redmi note 10 oppo 8/128 bronze colour mate .,1,0
389,Mi 11 Lite,redmi k40 is better thn mi 11 lite,1,1
390,Palm,palm ektu kom hoye gelo nova arektu baraten,1,0
391,POCO X3,poco x3 oppo international,1,1
392,Mi 11 Lite,mi 11 lite 31k online price r apnader ki offer bah32k,1,1
393,Palm,5G warp palm eta hole thik chilo,1,0
394,Mi 11X,Mi 11x/poco f3/redmi k40 warp price moto ? ?,1,1
395,Mi 10S,mi 10s ?,1,1
396,Mi 11 Lite,Vai aita ki mi 11 lite sd780g 5g ? ?,1,1
397,Redmi K40,এই ফোন ৩২ দিয়ে কে নিবে redmi k40 flare flare better .,1,0
398,Nova 4,5g nova 4g ?,1,0
399,Mi 11 Lite,Mi 11 lite 5G kobe ashbe,1,1
